PdmarticleID;Bezeichnung;Externer Schlüssel;Nennspannung;Leistungsverbrauch Betrieb;Leistungsverbrauch Ruhestellung;Leistungsverbrauch Dimensionierung;Anschluss;Nenndrehmoment;Drehmoment Feder Wert;Stellkraft;Notstellfunktion;Drehwinkel;Laufzeit Motor;Laufzeit Notstellfunktion;Stellzeit Motor;Stellzeit Notstellfunktion;Laufzeit Referenz;Schallleistungspegel Motor;Ansteuerung;Arbeitsbereich Y;Stellungsrückmeldung U;Stellsignal Y veränderbar;Anschluss Speisung / Steuerung;Schutzart IEC/EN;Umgebungstemperatur;6287;Produktbild 4c/bw;Datenblattname;Datenblatt PDF;Company [Competitor];Serie Valve [Competitor];Serie Actuator [Competitor];Produkttyp Antrieb [Wettbewerber];Produkttyp Ventil [Wettbewerber];DN;kvs;PN;Hub;Voltage [Competitor];Sound power level [Competitor];Control type [Competitor];Running Time min [Competitor];Running Time max [Competitor];Torque [Competitor];Stroke [Competitor];Power consumption [Competitor];Connection [Competitor];Safety function [Competitor];Integrated switch [Competitor];Integrated potentiometer [Competitor];Degree of protection [Competitor];Angle of rotation [Competitor];Working range [Competitor];Positioning feedback [Competitor];Spindle driver [Competitor];Manual override [Competitor];Additional Specification [Competitor];Belimo Retrofit1 Actuator;Belimo Retrofit1 Accessory1;Belimo Retrofit1 Form fit adapter;Belimo Retrofit1 Reducer;Belimo Retrofit1 Insulation cover;Belimo Retrofit2 Actuator;Belimo Retrofit2 Accessory1;Belimo Retrofit2 Form fit adapter;Belimo Retrofit2 Reducer;Belimo Retrofit3 Actuator;Belimo Retrofit3 Accessory;Belimo Retrofit3 Form fit adapter;Belimo Retrofit4 Actuator;Belimo Retrofit4 Accessory;Belimo Retrofit4 Form fit adapter;Belimo Retrofit Valve;Belimo Retrofit VA-Unit;Versions-Nr;Pfad
299748;VUG 015 F344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;Hubventil;15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298844;"BR316RGA-1""-10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;Hubventil;25;10 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299294;GTV32-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;GTV;;;Hubventil;32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
299741;VUE 125 F300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUE;;;Hubventil;125;200 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299286;MK-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MUT;MK;;;Hubventil;25;9.0 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\MUT\
300205;Gesa_DN 350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Gesa (Fig. 013);;;Drehventil;350;10320 m³/h;;;;;;;;;;;;;;;;;;;;;;SY4-230-3-T|SY4-230-MP-T|SY4-230-SR-T|SY4-24-3-T|SY4-24-MP-T|SY4-24-SR-T|SY6-230-3-T;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
299289;MK-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MUT;MK;;;Hubventil;50;25 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\MUT\
298839;"BR316RGA-0.5""-1.6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;Hubventil;15;1.6 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299291;BTV32-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;BTV;;;Hubventil;32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
298387;065Z0118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 3;;;Hubventil;32;16 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
305139;VG89C1S1H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG89xx;;;Hubventil;25;10 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;11;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299743;VUE 150 F300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUE;;;Hubventil;150;300 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298834;BR316RA-TW-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RA-TW;;;Hubventil;40;25 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
299746;VUG 015 F324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;Hubventil;15;1.6 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
298385;065Z0116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 3;;;Hubventil;20;6.3 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
300210;Zesa_DN 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Zesa (Fig. 012);;;Drehventil;65;259 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;27;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
299740;VUE 125 F200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUE;;;Hubventil;125;240 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
305141;VG89D1S1H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG89xx;;;Hubventil;32;16 m³/h;;13 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;11;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298378;(H)VRG3.40.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;(H)VRG3;;;Hubventil;40;25 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
298841;"BR316RGA-0.5""-4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;Hubventil;15;4.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
305146;VG89J1S1H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG89xx;;;Hubventil;100;160 m³/h;;42 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;11;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299745;VUG 015 F314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;Hubventil;15;2.5 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299750;VUG 015 F364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;Hubventil;15;0.25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Sauter\
299283;RV103 E.. 6315-16 150-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LDM;RV103 E;;;Hubventil;15;0.6 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-203;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\LDM\
298380;065Z0111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 3;;;Hubventil;15;0.63 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
300212;Zesa_DN 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Zesa (Fig. 012);;;Drehventil;100;763 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
298843;"BR316RGA-0.75""-6.3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;Hubventil;20;6.3 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
300207;Zesa_DN 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Zesa (Fig. 012);;;Drehventil;32;26.5 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
298377;(H)VRG3.32-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;(H)VRG3;;;Hubventil;32;16 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
298382;065Z0113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 3;;;Hubventil;15;1.6 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
300209;Zesa_DN 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;Zesa (Fig. 012);;;Drehventil;50;116 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Drehventile\ARI\
298389;065Z0120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 3;;;Hubventil;50;40 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
305145;VG89H1S1H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG89xx;;;Hubventil;80;100 m³/h;;25 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;11;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
298836;BR316RA-TW-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RA-TW;;;Hubventil;50;40 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Hora\
305143;VG89F1S1H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johnson Controls;VG89xx;;;Hubventil;50;40 m³/h;;25 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|AVK24A-3-RE|AVK230A-3-RE|AVK24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;11;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Johnson Controls\
299285;MK-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MUT;MK;;;Hubventil;20;6.0 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\MUT\
299298;MTR15-1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTR;;;Hubventil;15;1.6 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
298391;065Z0132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 2;;;Hubventil;15;1.0 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
299295;GTV40-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;GTV;;;Hubventil;40;27 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
299297;MTR15-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTR;;;Hubventil;15;1.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
298390;065Z0131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 2;;;Hubventil;15;0.63 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
298392;065Z0133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;VRG 2;;;Hubventil;15;1.6 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Danfoss\
299296;MTR15-0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTR;;;Hubventil;15;0.63 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;EU\Mitbewerber Produkte Retrofit\Wasseranwendung\Retrofit Hubventile\Osby\
5625;SY4-24-MF-T;SY4-24-MF-T;AC/DC 24 V;254 W;;264 VA;Klemmen;400 Nm;;;;90°;23 s;;;;;70 dB(A);stetig;DC 2...10 V;DC 2...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-24-MF-T;SY4-24-MF-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\stetig, MF\AC/DC 24 V\
5633;SY4-230-MF-T;SY4-230-MF-T;AC 230 V;222 W;;253 VA;Klemmen;400 Nm;;;;90°;16 s;;;;;70 dB(A);stetig;DC 2...10 V;DC 2...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-230-MF-T;SY4-230-MF-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;329;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\stetig, MF\AC 230 V\
