PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
69839	CM24-L-160D.2	CDA-000 T01 0032	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable					70°	58 s			35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54				-30...50°C		pic_eu_cm-d-neutral24v_01_4c.jpg	CM24-L-160D	CM24-L-160D_datasheet_en-gb.pdf																																					306	EU\Products\Air solutions\Internal actuators with damper\CM..D.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
5584	SMC24A-MF	SMC24A-MF	AC/DC 24 V	4 W	1.5 W	7 VA	Cable	20 Nm				Max. 95°	35 s	90°		55 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30°C … 50°C		PIC_EU_SMC24A-MF_4C.jpg	SMC24A-MF	SMC24A-MF_datasheet_en-gb.pdf																																					379	EU\Products\Air solutions\Fast runner actuators\SMC..A (20 Nm)\modulating, MF\AC/DC 24 V\
69867	CH24-SR-L100	CHA-L30 001 016	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable			125 N			380 s	100 mm		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	ccw rotation			-30...50°C		pic_eu_ch24-l100_4c.jpg	CH24-SR-L100	CH24-SR-L100_datasheet_en-gb.pdf																																					322	EU\Products\Air solutions\Linear actuators\CH.. (125 N)\modulating\AC/DC 24 V\
5581	LU24A-MP	LU24A-MP	AC/DC 24 V	2.5 W	1.3 W	5 VA	Cable	3 Nm				0...1800°	150 s	360°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Form fit 12 mm or 8 mm (with insert)	-30...50°C		pic_eu_lu24a-mp_4c.jpg	LU24A-MP	LU24A-MP_datasheet_en-gb.pdf																																					411	EU\Products\Air solutions\Full-rotation actuators\LU..A (3 Nm)\modulating, MP\AC/DC 24 V\
4846	LM72A-SR	LM72A-SR	DC 48...110 V	2.5 W	2 W	2.5 VA	Cable	5 Nm				Max. 95°	150 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch 0 / 1		Universal spindle clamp 6...20 mm	-30...50°C		PIC_EU_LM72A-SR_4C.jpg	LM72A-SR	LM72A-SR_datasheet_en-gb.pdf																																					357	EU\Products\Air solutions\Standard actuators\LM..A (5 Nm)\modulating\DC 48...110 V\
69851	CM24-SR-L-160D.2	CDA-030 T01 0202	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable					70°	58 s			35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54				-30...50°C		pic_eu_cm-d-neutral24v_01_4c.jpg	CM24-SR-L-160D	CM24-SR-L-160D_datasheet_en-gb.pdf																																					306	EU\Products\Air solutions\Internal actuators with damper\CM..D.. (2 Nm)\modulating\AC/DC 24 V\
5576	SM24A-MP	SM24A-MP	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	20 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30...50°C		pic_eu_sm24a-mp_4c.jpg	SM24A-MP	SM24A-MP_datasheet_en-gb.pdf																																					469	EU\Products\Air solutions\Standard actuators\SM..A (20 Nm)\modulating, MP\AC/DC 24 V\
4850	LH24A200	LH24A200	AC/DC 24 V	1.5 W	0.5 W	3 VA	Cable			150 N			150 s	100 mm		45 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_lh24a200_4c.jpg	LH24A200	LH24A200_datasheet_en-gb.pdf																																					326	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\Open-Close, 3-point\AC/DC 24 V\
69849	CM24-SR-L-125D.2	CM24-SR-L-125D.2	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable					70°	58 s			35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54				-30...50°C		pic_eu_cm-d-neutral24v_01_4c.jpg	CM24-SR-L-125D	CM24-SR-L-125D_datasheet_en-gb.pdf																																					312	EU\Products\Air solutions\Internal actuators with damper\CM..D.. (2 Nm)\modulating\AC/DC 24 V\
4853	LH24A-SR100	LH24A-SR100	AC/DC 24 V	1.5 W	0.5 W	3 VA	Cable			150 N			150 s	100 mm		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch			-30...50°C		pic_eu_lh24a-sr100_4c.jpg	LH24A-SR100	LH24A-SR100_datasheet_en-gb.pdf																																					355	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating\AC/DC 24 V\
286528	GM24A-MOD	GM24A-MOD	AC/DC 24 V	4 W	1.6 W	7 VA	Cable	40 Nm				Max. 95°	150 s	90°		45 dB(A)	communicative					Cable 1 m, 6 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 12...26.7 mm	-30...50°C		PIC_EU_GM24A-MOD-neutral_4C.jpg	GM24A-MOD	GM24A-MOD_datasheet_en-gb.pdf																																					119	EU\Products\Air solutions\Standard actuators\GM..A (40 Nm)\modulating, MOD\AC/DC 24 V\
4845	LM230A	LM230A	AC 230 V	1.5 W	0.5 W	3.5 VA	Cable	5 Nm				Max. 95°	150 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 6...20 mm	-30...50°C		pic_eu_lm230a_4c.jpg	LM230A	LM230A_datasheet_en-gb.pdf																																					384	EU\Products\Air solutions\Standard actuators\LM..A (5 Nm)\Open-Close, 3-point\AC 230 V\
5578	GM24A-MP	GM24A-MP	AC/DC 24 V	4 W	1.6 W	7 VA	Cable	40 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		PIC_EU_GM24A-MP_4C.jpg	GM24A-MP	GM24A-MP_datasheet_en-gb.pdf																																					427	EU\Produkte\Lüftungsanwendungen\Standardantriebe\GM..A (40 Nm)\stetig, MP\AC/DC 24 V\
99615	SFA	SFA	AC 24...240 V / DC 24...125 V	7 W	3.5 W	18 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm²	IP54	selectable by mounting L / R		Universal spindle clamp 10...25.4 mm	-30...50°C		pic_eu_sf-1kabel-neutral_01_4c.jpg	SFA	SFA_datasheet_en-gb.pdf																																					305	EU\Products\Air solutions\Spring return actuators\SF..A (20 Nm)\Open-Close, 3-point\AC 24...240V / DC 24...125V\
5589	NM24ALON	NM24ALON	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	10 Nm				Max. 95°	150 s	90°		35 dB(A)	communicative				DC 2...10 V	Cable 1 m, 6 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 8...26.7 mm	-30...50°C		pic_eu_nm24alon_4c.jpg	NM24ALON	NM24ALON_datasheet_en-gb.pdf																																					419	EU\Products\Air solutions\Standard actuators\NM..A (10 Nm)\modulating, LON\AC/DC 24 V\
99612	NFA-S2	NFA-S2	AC 24...240 V / DC 24...125 V	6 W	2.5 W	9.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm²	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 10...25.4 mm	-30...50°C		pic_eu_nf-2kabel-neutral_01_4c.jpg	NFA-S2	NFA-S2_datasheet_en-gb.pdf																																					319	EU\Products\Air solutions\Spring return actuators\NF..A (10 Nm)\Open-Close\AC 24...240V / DC 24...125V\
5595	NM24A-MF-TP	NM24A-MF-TP	AC/DC 24 V	3.5 W	1.3 W	6 VA	Terminals	10 Nm				Max. 95°	150 s	90°		35 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch 0 / 1		Universal spindle clamp 8...26.7 mm	-30...50°C		pic_eu_nm24a-mf-tp_4c.jpg	NM24A-MF-TP	NM24A-MF-TP_datasheet_en-gb.pdf																																					389	EU\Products\Air solutions\Standard actuators\NM..A (10 Nm)\modulating, MF\AC/DC 24 V\
4868	SH24A200	SH24A200	AC/DC 24 V	2 W	0.2 W	4.5 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh24a200_4c.jpg	SH24A200	SH24A200_datasheet_en-gb.pdf																																					322	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC/DC 24 V\
99614	SFA-S2	SFA-S2	AC 24...240 V / DC 24...125 V	7 W	3.5 W	18 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm²	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 10...25.4 mm	-30...50°C		pic_eu_sf24a-s2_4c.jpg	SFA-S2	SFA-S2_datasheet_en-gb.pdf																																					319	EU\Products\Air solutions\Spring return actuators\SF..A (20 Nm)\Open-Close, 3-point\AC 24...240V / DC 24...125V\
4860	LH230A200	LH230A200	AC 230 V	1.5 W	1 W	5 VA	Cable			150 N			150 s	100 mm		45 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_lh230a200_4c.jpg	LH230A200	LH230A200_datasheet_en-gb.pdf																																					326	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\Open-Close, 3-point\AC 230 V\
4870	SH24A-SR100	SH24A-SR100	AC/DC 24 V	2.5 W	0.4 W	4.5 VA	Cable			450 N			150 s	100 mm		52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch			-30...50°C		pic_eu_sh24a-sr100_4c.jpg	SH24A-SR100	SH24A-SR100_datasheet_en-gb.pdf																																					330	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\modulating\AC/DC 24 V\
5619	NM24A-MP	NM24A-MP	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	10 Nm				Max. 95°	150 s	90°		35 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 8...26.7 mm	-30...50°C		pic_eu_nm24a-mf_4c.jpg	NM24A-MP	NM24A-MP_datasheet_en-gb.pdf																																					431	EU\Products\Air solutions\Standard actuators\NM..A (10 Nm)\modulating, MP\AC/DC 24 V\
4859	LH230A100	LH230A100	AC 230 V	1.5 W	1 W	5 VA	Cable			150 N			150 s	100 mm		45 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_lh230a100_4c.jpg	LH230A100	LH230A100_datasheet_en-gb.pdf																																					326	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\Open-Close, 3-point\AC 230 V\
5594	LM24A-MF-TP	LM24A-MF-TP	AC/DC 24 V	2.5 W	1.2 W	5 VA	Terminals	5 Nm				Max. 95°	150 s	90°		35 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch 0 / 1		Universal spindle clamp 6...20 mm	-30...50°C		pic_eu_lm24a-mf-tp_4c.jpg	LM24A-MF-TP	LM24A-MF-TP_datasheet_en-gb.pdf																																					393	EU\Products\Air solutions\Standard actuators\LM..A (5 Nm)\modulating, MF\AC/DC 24 V\
5598	SM24A-MP-TP	SM24A-MP-TP	AC/DC 24 V	3.5 W	1.4 W	6 VA	Terminals	20 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30...50°C		pic_eu_sm24a-mp-tp_4c.jpg	SM24A-MP-TP	SM24A-MP-TP_datasheet_en-gb.pdf																																					477	EU\Products\Air solutions\Standard actuators\SM..A (20 Nm)\modulating, MP\AC/DC 24 V\
4864	LH230ASR200	LH230ASR200	AC 230 V	2.5 W	1 W	5 VA	Cable			150 N			150 s	100 mm		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch			-30...50°C		pic_eu_lh230asr200_4c.jpg	LH230ASR200	LH230ASR200_datasheet_en-gb.pdf																																					374	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating\AC 230 V\
61278	K-LU	K-LU																											pic_eu_k-lu_spindle-clamp_bw.jpg	K-LU																																						200	EU\Produkte\Zubehör\Mechanisches Zubehör\Lüftungsanwendungen\Klemmbock\
4867	SH24A100	SH24A100	AC/DC 24 V	2 W	0.2 W	4.5 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh24a100_4c.jpg	SH24A100	SH24A100_datasheet_en-gb.pdf																																					326	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC/DC 24 V\
99617	NKQ24A-SR	NKQ24A-SR	AC/DC 24 V	11 W	3 W	22 VA	Cable	6 Nm			With electrical emergency control function 0...100%	Max. 95°	4 s	90°	4 s / 90°	60 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 8...26.7 mm	-30...50°C		pic_eu_nkq24a-mf-4c.jpg	NKQ24A-SR	NKQ24A-SR_datasheet_en-gb.pdf																																					311	EU\Products\Air solutions\SuperCap actuators\NKQ..A (6 Nm)\modulating\AC/DC 24 V\
5590	SM24ALON	SM24ALON	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	20 Nm				Max. 95°	150 s	90°		45 dB(A)	communicative				DC 2...10 V	Cable 1 m, 6 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30...50°C		pic_eu_sm24a-mf-neutral_01_4c.jpg	SM24ALON	SM24ALON_datasheet_en-gb.pdf																																					457	EU\Products\Air solutions\Standard actuators\SM..A (20 Nm)\modulating, LON\AC/DC 24 V\
5588	LM24ALON	LM24ALON	AC/DC 24 V	2.5 W	1.3 W	5 VA	Cable	5 Nm				Max. 95°	150 s	90°		35 dB(A)	communicative				DC 2...10 V	Cable 1 m, 6 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 6...20 mm	-30...50°C		pic_eu_lm24alon_4c.jpg	LM24ALON	LM24ALON_datasheet_en-gb.pdf																																					420	EU\Products\Air solutions\Standard actuators\LM..A (5 Nm)\modulating, LON\AC/DC 24 V\
5597	SM24A-MF-TP	SM24A-MF-TP	AC/DC 24 V	3.5 W	1.3 W	6 VA	Terminals	20 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30°C … 50°C		PIC_EU_SM24A-MF-TP_4C.jpg	SM24A-MF-TP	SM24A-MF-TP_datasheet_en-gb.pdf																																					406	EU\Products\Air solutions\Standard actuators\SM..A (20 Nm)\modulating, MF\AC/DC 24 V\
4861	LH230A300	LH230A300	AC 230 V	1.5 W	1 W	5 VA	Cable			150 N			150 s	100 mm		45 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_lh230a300_4c.jpg	LH230A300	LH230A300_datasheet_en-gb.pdf																																					317	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\Open-Close, 3-point\AC 230 V\
4869	SH24A300	SH24A300	AC/DC 24 V	2 W	0.2 W	4.5 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh24a300_4c.jpg	SH24A300	SH24A300_datasheet_en-gb.pdf																																					322	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC/DC 24 V\
4863	LH230ASR100	LH230ASR100	AC 230 V	2.5 W	1 W	5 VA	Cable			150 N			150 s	100 mm		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch			-30...50°C		pic_eu_lh230asr100_4c.jpg	LH230ASR100	LH230ASR100_datasheet_en-gb.pdf																																					387	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating\AC 230 V\
99616	SHK24A-SR100	SHK24A-SR100	AC/DC 24 V	11 W	3 W	21 VA	Cable			450 N	With electrical emergency control function 0...100%		120 s	100 mm	35 s / 100 mm	52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch			-30...50°C		pic_eu_shk24a-mp100_4c.jpg	SHK24A-SR100	SHK24A-SR100_datasheet_en-gb.pdf																																					319	EU\Products\Air solutions\SuperCap-Linear actuators\SHK..A (450 N)\modulating\AC/DC 24 V\
99613	NFA	NFA	AC 24...240 V / DC 24...125 V	6 W	2.5 W	9.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm²	IP54	selectable by mounting L / R		Universal spindle clamp 10...25.4 mm	-30...50°C		pic_eu_nf24a_4c.jpg	NFA	NFA_datasheet_en-gb.pdf																																					360	EU\Products\Air solutions\Spring return actuators\NF..A (10 Nm)\Open-Close\AC 24...240V / DC 24...125V\
4871	SH24A-SR200	SH24A-SR200	AC/DC 24 V	2.5 W	0.4 W	4.5 VA	Cable			450 N			150 s	100 mm		52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch			-30...50°C		pic_eu_sh24a-sr200_4c.jpg	SH24A-SR200	SH24A-SR200_datasheet_en-gb.pdf																																					356	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\modulating\AC/DC 24 V\
5618	SBG24	SBG24	AC 24 V	1 W		1.5 VA	Terminals					adjustable electron. min./max. angle of rotation limiting										Terminals 4 mm² 	IP40				-20...50°C		pic_eu_sbg24_4c.jpg	SBG24	SBG24_datasheet_en-gb.pdf																																					289	EU\Products\Accessories\Electrical accessories\Positioner\
277728	LH24A-MP60-TP	LH24A-MP60-TP	AC/DC 24 V	2.5 W	1.2 W	5 VA	Terminals			150 N			150 s	100 mm		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch			-30...50°C		pic_eu_lh24a-mf100-tp_4c.jpg	LH24A-MP60-TP	LH24A-MP60-TP_datasheet_en-gb.pdf																																					180	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating, MP\AC/DC 24 V\
61439	GM230G-T	GM230G-T	AC 230 V	5 W	2.5 W	9 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	Open-close					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP66	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_gm-g-t-neutral_01_4c.jpg	GM230G-T	GM230G-T_datasheet_en-gb.pdf																																					351	EU\Products\Air solutions\IP66/NEMA4 actuator\GM..G-T (40 Nm)\Open-Close\AC 230 V\
99618	NKQ24P-MF	NKQ24P-MF	AC/DC 24 V	11 W	3 W	22 VA	Cable	6 Nm			With electrical emergency control function 0...100%	Max. 95°	4 s	90°	4 s / 90°	60 dB(A)	modulating	DC 0...10 V	Open-close|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66 + IP67	selectable with switch 0 / 1		Universal spindle clamp 8...20 mm	-30...50°C		pic_eu_robustline-luft-ofenster_01_4c.jpg	NKQ24P-MF	NKQ24P-MF_datasheet_en-gb.pdf																																					351	EU\Products\Air solutions\RobustLine actuators\NKQ..P (6 Nm)\modulating, MF\AC/DC 24 V\
99733	SHK24A-MP100	SHK24A-MP100	AC/DC 24 V	11 W	3 W	21 VA	Cable			450 N	With electrical emergency control function 0...100%		120 s	100 mm	35 s / 100 mm	52 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch			-30...50°C		pic_eu_shk24a-mp100_4c.jpg	SHK24A-MP100	SHK24A-MP100_datasheet_en-gb.pdf																																					377	EU\Products\Air solutions\SuperCap-Linear actuators\SHK..A (450 N)\modulating, MP\AC/DC 24 V\
61450	GK24G-1	GK24G-1	AC/DC 24 V	11 W	3 W	21 VA	Cable	40 Nm			With electrical emergency control function 0...100%	Max. 95°	150 s	90°	35 s / 90°	52 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm² (halogen-free)	IP66	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	GK24G-1	GK24G-1_datasheet_en-gb.pdf																																					363	EU\Products\Air solutions\IP66/NEMA4 actuator\GK..G (40 Nm)\Open-Close\AC/DC 24 V\
277730	SMC24A-MP	SMC24A-MP	AC/DC 24 V	4 W	1.5 W	7 VA	Cable	20 Nm				Max. 95°	35 s	90°		55 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 10...20 mm	-30...50°C		PIC_EU_SMC24A-MF_4C.jpg	SMC24A-MP	SMC24A-MP_datasheet_en-gb.pdf																																					144	EU\Products\Air solutions\Fast runner actuators\SMC..A (20 Nm)\modulating, MF\AC/DC 24 V\
4877	SH230ASR100	SH230ASR100	AC 230 V	3 W	1 W	6 VA	Cable			450 N			150 s	100 mm		52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch			-30...50°C		pic_eu_sh230asr100_4c.jpg	SH230ASR100	SH230ASR100_datasheet_en-gb.pdf																																					343	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\modulating\AC 230 V\
61445	GM24G-MF-T	GM24G-MF-T	AC/DC 24 V	4 W	1.5 W	7 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP66	selectable with switch 0 / 1		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_gm-g-t-neutral_01_4c.jpg	GM24G-MF-T	GM24G-MF-T_datasheet_en-gb.pdf																																					390	EU\Produkte\Lüftungsanwendungen\IP66/NEMA4-Antriebe\GM..G-T (40 Nm)\stetig, MF\AC/DC 24 V\
99620	NKQ24P-SR	NKQ24P-SR	AC/DC 24 V	11 W	3 W	22 VA	Cable	6 Nm			With electrical emergency control function 0...100%	Max. 95°	4 s	90°	4 s / 90°	60 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66 + IP67	selectable with switch 0 / 1		Universal spindle clamp 8...20 mm	-30...50°C		pic_eu_robustline-luft-ofenster_01_4c.jpg	NKQ24P-SR	NKQ24P-SR_datasheet_en-gb.pdf																																					326	EU\Products\Air solutions\RobustLine actuators\NKQ..P (6 Nm)\modulating\AC/DC 24 V\
