PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
301478	DAL1.P1																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6.5 VA	Terminal				IP54	93°		1 kΩ	10...20 mm	gear disengagement		GM24A-TP	P1000A			GM24A-MP-TP	P1000A		For 3-point control, AC only.|							57	EU\Retrofit (Competitors)\Air solutions\Joventa\
304260	RCP-519																															Newenta			AC 100...230 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304410	GLB131.1E																															Siemens			AC 24 V		3-point	150 s		10 Nm		2 VA	0.9 m				IP54	95°			8...16 mm	gear disengagement		NM24A														40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301647	AM24-SR-T																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm			Terminal				IP54		DC 2...10 V					SM24A-SR-TP	Z-SMA			SM24A-MP-TP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
301317	228-024-05-S1																															Gruner			AC/DC 24 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes	1 x SPDT		IP54	100°			8...16 mm	no		NF24A-S2														58	EU\Retrofit (Competitors)\Air solutions\Gruner\
301314	227C-024-05																															Gruner			AC/DC 24 V	35 dB(A)	modulating	100 s		5 Nm		3.5 VA	1 m (halogen-free)				IP54	95°	DC 0...10 V adjustable	DC 0(2)...10 V	8...20 mm			LM24A-SR			Connection: cable 1 m, PVC|	LM24A-MP			Connection: cable 1 m, PVC|							54	EU\Retrofit (Competitors)\Air solutions\Gruner\
301806	NM24 SW																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP42	95°			8...20 mm			NM24A	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301642	AM24-SR H																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
301485	DAN1.SN																															Joventa			AC/DC 24 V	40 dB(A)	2- / 3-point	35 s		4 Nm		4.1 VA	Terminal		2 x SPDT		IP40	93°			6...16 mm	gear disengagement		LMC24A	S2A		Accessory S2A with 2 adjustable switching points.|											57	EU\Retrofit (Competitors)\Air solutions\Joventa\
304257	RCP-429																															Newenta			AC 230 V		2- / 3-point			10 Nm					2 x SPDT						6...15 mm			NM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304254	RCP-413																															Newenta			AC 230 V		2- / 3-point			5 Nm											6...15 mm			LM230A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301801	NM230-F BL																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8 mm			NM230A-F	Z-NMA													54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301324	231D2-024-15																															Gruner			AC/DC 24 V		Open-close	150 s		15 Nm			0.9 m				IP54	100°						SM24A														52	EU\Retrofit (Competitors)\Air solutions\Gruner\
301319	228-230-05																															Gruner			AC 230 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes			IP54	100°			8...16 mm	no		NFA														56	EU\Retrofit (Competitors)\Air solutions\Gruner\
304249	RCP-222																															Newenta			AC/DC 24 V		2- / 3-point			10 Nm					2 x SPDT						6...15 mm			NM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301803	NM24 BL																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP42	95°			8...20 mm			NM24A	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301649	AM24-T																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm			Terminal				IP54							SM24A-TP	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301808	NM24/500																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	5 m				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304422	GMA131.1E																															Siemens			AC/DC 24 V		3-point	90 s		7 Nm		5 VA	0.9 m	yes			IP54	90°			6.4...20 mm	hand crank	piggyback	NF24A														44	EU\Retrofit (Competitors)\Air solutions\Siemens\
301480	DAL1.S																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6.5 VA	Terminal		2 x SPDT		IP54	93°			10...20 mm	gear disengagement		GM24A-TP	S2A		Accessory S2A with 2 adjustable switching points.|	GM24A-MP-TP	S2A		"For 3-point control, AC only.|
Accessory S2A with 2 adjustable switching points.|"							60	EU\Retrofit (Competitors)\Air solutions\Joventa\
304412	GLB136.1E																															Siemens			AC 24 V		3-point	150 s		10 Nm		2 VA	0.9 m		2 x SPDT		IP54	95°			8...16 mm	gear disengagement		NM24A-S				NM24A	S2A		Accessory S2A with 2 adjustable switching points.|							43	EU\Retrofit (Competitors)\Air solutions\Siemens\
304417	GLB331.1E																															Siemens			AC 230 V		3-point	150 s		10 Nm		2 VA	0.9 m				IP54	95°			8...16 mm	gear disengagement		NM230A														40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301639	AM24-SR																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
301316	228-024-05																															Gruner			AC/DC 24 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes			IP54	100°			8...16 mm	no		NF24A														56	EU\Retrofit (Competitors)\Air solutions\Gruner\
301810	NM24-C1/300																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	3 m				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301321	228-230-05-S2																															Gruner			AC 230 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes	2 x SPDT		IP54	100°			8...16 mm	no		NFA-S2				NFA	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							60	EU\Retrofit (Competitors)\Air solutions\Gruner\
301487	DAN2.SC																															Joventa			AC 230 V	40 dB(A)	Open-close	35 s		4 Nm		5 VA	Terminal		2 x SPDT		IP40	93°			6...16 mm	gear disengagement		LMC230A	S2A		Accessory S2A with 2 adjustable switching points.|											59	EU\Retrofit (Competitors)\Air solutions\Joventa\
301644	AM24-SR RS																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
304251	RCP-230																															Newenta			AC/DC 24 V		2- / 3-point			15 Nm											6...15 mm			SM24A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301482	DAL2.P1																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6 VA	Terminal				IP54	93°		1 kΩ	10...20 mm	gear disengagement		GM230A-TP	P1000A		For 3-point control please get in touch with your local Belimo support.|											55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301475	DAG2.P2																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	140 s		32 Nm		4.5 VA	Terminal				IP54	93°		140 Ω	10...20 mm	gear disengagement		GM230A-TP	P140A		For 3-point control please get in touch with your local Belimo support.|											54	EU\Retrofit (Competitors)\Air solutions\Joventa\
304414	GLB163.1E																															Siemens			AC 24 V		modulating	150 s		10 Nm		3 VA	0.9 m				IP54	95°	DC 0...10 V adjustable	DC 0...10 V	8...16 mm	gear disengagement	selfadaption	NM24A-MP														39	EU\Retrofit (Competitors)\Air solutions\Siemens\
304259	RCP-512																															Newenta			AC 100...230 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304419	GLB336.1E																															Siemens			AC 230 V		3-point	150 s		10 Nm		2 VA	0.9 m		2 x SPDT		IP54	95°			8...16 mm	gear disengagement		NM230A-S				NM230A	S2A		Accessory S2A with 2 adjustable switching points.|							43	EU\Retrofit (Competitors)\Air solutions\Siemens\
301805	NM24 SSB																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP42	95°			8...20 mm			NM24A	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301651	FM220-S																															Belimo			AC 230 V	45 dB(A)	Open-close	200 s		10 Nm		44 VA	1 m	yes	2 x SPDT		IP54	90°			10...16 mm	no		NFA-S2				NFA	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							62	EU\Retrofit (Competitors)\Air solutions\Belimo\
301477	DAL1																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6.5 VA	Terminal				IP54	93°			10...20 mm	gear disengagement		GM24A-TP				GM24A-MP-TP			For 3-point control, AC only.|							57	EU\Retrofit (Competitors)\Air solutions\Joventa\
301646	AM24-SR-C7																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm			1 m (halogen-free)				IP54		DC 2...10 V					SM24A-SR	Z-SMA		Connection: cable 1 m, PVC|	SM24A-MP	Z-SMA		Connection: cable 1 m, PVC|							61	EU\Retrofit (Competitors)\Air solutions\Belimo\
301313	227-230-05-S1																															Gruner			AC 230 V	35 dB(A)	2- / 3-point	150 s		5 Nm		5.5 VA	1 m (halogen-free)		1 x SPDT		IP54	95°			8...20 mm			LM230A-S			Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Gruner\
304253	RCP-239																															Newenta			AC/DC 24 V		2- / 3-point			15 Nm					2 x SPDT						6...15 mm			SM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301323	228F-024-05																															Gruner			AC/DC 24 V		modulating	150 s		5 Nm		7.5 VA	0.9 m	yes			IP54	100°	DC 0...10 V adjustable	DC 0(2)...10 V	8...16 mm	no		NF24A-SR				NF24A-SZ										54	EU\Retrofit (Competitors)\Air solutions\Gruner\
301484	DAL2.S																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6 VA	Terminal		2 x SPDT		IP54	93°			10...20 mm	gear disengagement		GM230A-TP	S2A		"For 3-point control please get in touch with your local Belimo support.|
Accessory S2A with 2 adjustable switching points.|"											59	EU\Retrofit (Competitors)\Air solutions\Joventa\
304261	RCP-520																															Newenta			AC 100...230 V		2- / 3-point			10 Nm											6...15 mm			NM230A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301318	228-024-05-S2																															Gruner			AC/DC 24 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes	2 x SPDT		IP54	100°			8...16 mm	no		NF24A-S2				NF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							62	EU\Retrofit (Competitors)\Air solutions\Gruner\
301641	AM24-SR ERE																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
304256	RCP-423																															Newenta			AC 230 V		2- / 3-point			10 Nm											6...15 mm			NM230A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301800	NM230-F																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8 mm			NM230A-F	Z-NMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301479	DAL1.P2																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6.5 VA	Terminal				IP54	93°		140 Ω	10...20 mm	gear disengagement		GM24A-TP	P140A			GM24A-MP-TP	P140A		For 3-point control, AC only.|							57	EU\Retrofit (Competitors)\Air solutions\Joventa\
304421	GMA126.1E																															Siemens			AC/DC 24 V		Open-close	90 s		7 Nm		5 VA	0.9 m	yes	2 x SPDT		IP54	90°			6.4...20 mm	hand crank	piggyback	NF24A-S2				NF24A	S2A-F		Accessory S2A-F with 2 adjustable switching points.|							48	EU\Retrofit (Competitors)\Air solutions\Siemens\
301648	AM24-S-T																															Belimo			AC/DC 24 V		modulating	100 s	150 s	18 Nm			Terminal		2 x SPDT		IP54		DC 2...10 V					SM24A-S-TP	Z-SMA			SM24A-TP	S2A	Z-SMA	Accessory S2A with 2 adjustable switching points.|							59	EU\Retrofit (Competitors)\Air solutions\Belimo\
304416	GLB166.1E																															Siemens			AC 24 V		modulating	150 s		10 Nm		3 VA	0.9 m		2 x SPDT		IP54	95°	DC 0...10 V	DC 0...10 V	8...16 mm	gear disengagement	selfadaption	NM24A-MP	S2A		Accessory S2A with 2 adjustable switching points.|	NM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|							42	EU\Retrofit (Competitors)\Air solutions\Siemens\
301315	227S-024D-05																															Gruner			AC/DC 24 V	45 dB(A)	2- / 3-point	20 s	35 s	5 Nm		6.5 VA	1 m (halogen-free)				IP54	95°			8...20 mm			LMC24A			Connection: cable 1 m, PVC|											54	EU\Retrofit (Competitors)\Air solutions\Gruner\
301812	NM24-C7/500																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	5 m (halogen-free)				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301643	AM24-SR NC																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
301486	DAN1.N																															Joventa			AC/DC 24 V	40 dB(A)	2- / 3-point	35 s		4 Nm		4.1 VA	Terminal				IP40	93°			6...16 mm	gear disengagement		LMC24A														54	EU\Retrofit (Competitors)\Air solutions\Joventa\
301807	NM24/300																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	3 m				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304411	GLB132.1E																															Siemens			AC 24 V		3-point	150 s		10 Nm		2 VA	0.9 m				IP54	95°		1 kΩ	8...16 mm	gear disengagement		NM24A	P1000A													40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301809	NM24/500 SW																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	5 m				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301802	NM24																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP42	95°			8...20 mm			NM24A	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301325	231D2-024-15-S1																															Gruner			AC/DC 24 V		Open-close	150 s		15 Nm			0.9 m		1 x SPDT		IP54	100°						SM24A-S														54	EU\Retrofit (Competitors)\Air solutions\Gruner\
304255	RCP-419																															Newenta			AC 230 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304250	RCP-229																															Newenta			AC/DC 24 V		2- / 3-point			10 Nm					2 x SPDT						6...15 mm			NM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301320	228-230-05-S1																															Gruner			AC 230 V		Open-close	40 s	75 s	5 Nm		6.5 VA	0.9 m	yes	1 x SPDT		IP54	100°			8...16 mm	no		NFA-S2														59	EU\Retrofit (Competitors)\Air solutions\Gruner\
304433	A1H250SS																															Staefa Control System			AC 24 V		Open-close				250 N				1 x SPDT		IP52							SM24A-S			Please get in touch with your local Belimo support.|											42	EU\Retrofit (Competitors)\Air solutions\Staefa Control System\
301496	DAS2.P1																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	30 s	45 s	8 Nm		6 VA	Terminal				IP54	93°		1 kΩ	10...20 mm	gear disengagement																55	EU\Retrofit (Competitors)\Air solutions\Joventa\
304423	GMA132.1E																															Siemens			AC/DC 24 V		3-point	90 s		7 Nm		5 VA	0.9 m	yes			IP54	90°		1 kΩ	6.4...20 mm	hand crank	piggyback	NF24A	P1000A-F													44	EU\Retrofit (Competitors)\Air solutions\Siemens\
301824	NM24-SR HC																															Belimo			AC/DC 24 V	35 dB(A)	modulating	150 s		8 Nm		3 VA	1 m				IP54	95°	DC 2...10 V	DC 2...10 V	8...20 mm			NM24A-SR	Z-NMA													52	EU\Retrofit (Competitors)\Air solutions\Belimo\
304268	RFM-212																															Newenta			AC/DC 24 V		modulating			5 Nm					2 x SPDT				DC 0...10 V		6...15 mm			LM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304263	RCP-529																															Newenta			AC 100...230 V		2- / 3-point			10 Nm					2 x SPDT						6...15 mm			NM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301329	231D2-230-30																															Gruner			AC 230 V		Open-close	150 s		30 Nm			0.9 m				IP54	100°						GM230A														52	EU\Retrofit (Competitors)\Air solutions\Gruner\
304428	GMA166.1E																															Siemens			AC/DC 24 V		modulating	90 s		7 Nm		5 VA	0.9 m	yes	2 x SPDT		IP54	90°	DC 0...10 V	DC 0...10 V	6.4...20 mm	hand crank		NF24A-SZ-S2														46	EU\Retrofit (Competitors)\Air solutions\Siemens\
301498	DAS2.S																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	30 s	45 s	8 Nm		6 VA	Terminal		2 x SPDT		IP54	93°			10...20 mm	gear disengagement																58	EU\Retrofit (Competitors)\Air solutions\Joventa\
301663	GM110																															Belimo			AC 110 V		2- / 3-point	80 s		30 Nm							IP54							GM230A	Z-GMA		For 3-point control please get in touch with your local Belimo support.|											54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301488	DAN2.SN																															Joventa			AC 230 V	40 dB(A)	3-point	35 s		4 Nm		5 VA	Terminal		2 x SPDT		IP40	93°			6...16 mm	gear disengagement		LMC230A	S2A		Accessory S2A with 2 adjustable switching points.|											58	EU\Retrofit (Competitors)\Air solutions\Joventa\
304270	RFM-222																															Newenta			AC/DC 24 V		modulating			10 Nm					2 x SPDT				DC 0...10 V		6...15 mm			NM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301658	FS24-S																															Belimo			AC 24 V	50 dB(A)	Open-close	90 s		11 Nm		10 VA	1 m	yes	2 x SPDT		IP54	90°			10...18 mm	hand crank		SF24A-S2			Not for fire protection application!|	SF24A	S2A-F		"Not for fire protection application!|
Accessory S2A-F with 2 adjustable switching points.|"							68	EU\Retrofit (Competitors)\Air solutions\Belimo\
301814	NM24-F BL																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP54	95°			8 mm			NM24A-F	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304265	RCP-532																															Newenta			AC 100...230 V		2- / 3-point			15 Nm					2 x SPDT						6...15 mm			SM230A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
