PdmarticleID;Bezeichnung;"Externer Schlüssel";StateID;"Passende Ventile";"+ /";"Passende Antriebe";"Product family 2 from Actuator";Preisempfehlung;"Regeln für Ventil Dimsionierung";"Export Media manually changed";"Export Media";6986;6987;Typ;Produktfamilie;"Schliessdruck Δps";"Differenzdruck Δpmax Wert";"kv (Werkseinstellung)";Pfad;Versions-Nr
283969;C215QPT-D/CQ24A-MPL;C215QPT-D/CQ24A-MPL;;C215QPT-D;/;CQ24A-MPL;;1;"Scenario 4";0;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";24
283970;C215QPT-D/CQ24A-MPL-T;C215QPT-D/CQ24A-MPL-T;;C215QPT-D;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283971;C215QPT-D/CQK24A-SR;C215QPT-D/CQK24A-SR;;C215QPT-D;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283972;C220QPT-F/CQ24A;C220QPT-F/CQ24A;;C220QPT-F;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";26
283973;C220QPT-F/CQ24A-T;C220QPT-F/CQ24A-T;;C220QPT-F;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283974;C220QPT-F/CQ24A-SR;C220QPT-F/CQ24A-SR;;C220QPT-F;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283975;C220QPT-F/CQ24A-SR-T;C220QPT-F/CQ24A-SR-T;;C220QPT-F;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283976;C220QPT-F/CQ24A-SZ;C220QPT-F/CQ24A-SZ;;C220QPT-F;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283977;C220QPT-F/CQ24A-SZ-T;C220QPT-F/CQ24A-SZ-T;;C220QPT-F;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283978;C220QPT-F/CQ230A;C220QPT-F/CQ230A;;C220QPT-F;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283979;C220QPT-F/CQ230A-T;C220QPT-F/CQ230A-T;;C220QPT-F;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283980;C220QPT-F/CQ24A-MPL;C220QPT-F/CQ24A-MPL;;C220QPT-F;/;CQ24A-MPL;;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283981;C220QPT-F/CQ24A-MPL-T;C220QPT-F/CQ24A-MPL-T;;C220QPT-F;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QPT-F/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283982;C220QPT-F/CQK24A-SR;C220QPT-F/CQK24A-SR;;C220QPT-F;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
285293;EP015R+KMP;"EP015R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP015R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";145
285294;EP020R+KMP;"EP020R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP020R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";135
285295;EP025R+KMP;"EP025R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP025R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";136
285296;EP032R+KMP;"EP032R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP032R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";135
285297;EP040R+KMP;"EP040R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP040R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";136
285298;EP050R+KMP;"EP050R+SRKA-DX0 001 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EP050R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";134
285417;P6065W800E-MOD;P6065W800E-MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;P6065W800E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";139
285418;P6080W1100E-MOD;P6080W1100E-MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;P6080W1100E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";143
285419;P6100W2000E-MOD;P6100W2000E-MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;P6100W2000E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";138
285420;P6125W3100E-MOD;P6125W3100E-MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;P6125W3100E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";137
285421;P6150W4500E-MOD;P6150W4500E-MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;P6150W4500E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";135
285422;EP015R+MOD;EP015R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP015R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";158
285423;EP020R+MOD;EP020R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP020R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Products\Water solutions\VA Units\EPIV\modulating, MOD\";149
285424;EP025R+MOD;EP025R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP025R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\";148
285425;EP032R+MOD;EP032R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP032R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\";150
285426;EP040R+MOD;EP040R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP040R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\";158
285427;EP050R+MOD;EP050R+MOD;;;;;;;"Scenario 3";;PPK|VDI3805|SelectPro_EU|SelectPro_AP;;;EP050R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\";149
285445;P6065W800EV-KBAC;"P6065W800EV+SK-MA0 00Z 007 6";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6065W800EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";201
285446;P6080W1100EV-KBAC;"P6080W1100EV+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6080W1100EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";200
285447;P6100W2000EV-KBAC;"P6100W2000EV+GK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6100W2000EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";200
285448;P6125W3100EV-KBAC;"P6125W3100EV+GK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6125W3100EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";199
285449;P6150W4500EV-KBAC;"P6150W4500EV+GK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6150W4500EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";201
285450;EV015R+KBAC;"EV015R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV015R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";217
285451;EV020R+KBAC;"EV020R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV020R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";216
285452;EV025R+KBAC;"EV025R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV025R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";215
285453;EV032R+KBAC;"EV032R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV032R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";216
285454;EV040R+KBAC;"EV040R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV040R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";215
285455;EV050R+KBAC;"EV050R+SK-MA0 00Z 007 62";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;EV050R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";1400 kPa;350 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\";216
286193;C215Q-J/CQK24A;C215Q-J/CQK24A;;C215Q-J;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215Q-J/CQK24A;Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
286194;C215Q-J/CQK24A-SR;C215Q-J/CQK24A-SR;;C215Q-J;/;CQK24A-SR;"Antrieb mit Notstellfunktion";;"Scenario 2";0;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215Q-J/CQK24A-SR;Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";19
286196;C215QP-B/CQK24A;C215QP-B/CQK24A;;C215QP-B;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";17
286197;C215QP-D/CQK24A;C215QP-D/CQK24A;;C215QP-D;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";16
286198;C215QPT-B/CQK24A;C215QPT-B/CQK24A;;C215QPT-B;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";15
286199;C215QPT-D/CQK24A;C215QPT-D/CQK24A;;C215QPT-D;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";15
286200;C220QP-F/CQK24A;C220QP-F/CQK24A;;C220QP-F;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";16
286201;C220QPT-F/CQK24A;C220QPT-F/CQK24A;;C220QPT-F;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QPT-F/CQK24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";15
286207;C220Q-K/CQK24A;C220Q-K/CQK24A;;C220Q-K;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQK24A;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
286208;C315Q-H/CQK24A;C315Q-H/CQK24A;;C315Q-H;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C315Q-H/CQK24A;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";20
286209;C320Q-J/CQK24A;C320Q-J/CQK24A;;C320Q-J;/;CQK24A;"Antrieb mit Notstellfunktion";;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C320Q-J/CQK24A;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
286298;P6065W800E-KMP;"P6065W800E+SRKA-4X0 601 D0";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6065W800E-KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";129
286299;P6080W1100E-KMP;"P6080W1100E+SRKA-4X0 601 D01";;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6080W1100E-KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";129
286619;C215QP-B/ZCQ-FL;C215QP-B/ZCQ-FL;;C215QP-B;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C215QP-B/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
286620;C215QP-D/ZCQ-FL;C215QP-D/ZCQ-FL;;C215QP-D;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C215QP-D/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
286621;C220QP-F/ZCQ-FL;C220QP-F/ZCQ-FL;;C220QP-F;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C220QP-F/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
286622;C215QPT-B/ZCQ-FL;C215QPT-B/ZCQ-FL;;C215QPT-B;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C215QPT-B/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
286623;C215QPT-D/ZCQ-FL;C215QPT-D/ZCQ-FL;;C215QPT-D;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C215QPT-D/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
286624;C220QPT-F/ZCQ-FL;C220QPT-F/ZCQ-FL;;C220QPT-F;/;ZCQ-FL;Zubehör;;"Scenario 4";;PPK|SelectPro_EU;;;C220QPT-F/ZCQ-FL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";20
286849;P6100W2000E-KMP;P6100W2000E-KMP;;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6100W2000E-KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";107
286850;P6125W3100E-KMP;P6125W3100E-KMP;;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6125W3100E-KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";106
286851;P6150W4500E-KMP;P6150W4500E-KMP;;;;;;;"Scenario 3";;PPK|SelectPro_EU|SelectPro_AP;;;P6150W4500E-KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";690 kPa;340 kPa;;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\";106
286900;D6100N+DRK24A-5;D6100N+DRK24A-5;;D6100N;+;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100N+DRK24A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";29
286901;D6100N/DRK24A-5;D6100N/DRK24A-5;;D6100N;/;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100N/DRK24A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";27
286902;D6100NL+DRK24A-5;D6100NL+DRK24A-5;;D6100NL;+;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100NL+DRK24A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";26
286903;D6100NL/DRK24A-5;D6100NL/DRK24A-5;;D6100NL;/;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100NL/DRK24A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";27
286904;D6125N+DRK24A-7;D6125N+DRK24A-7;;D6125N;+;DRK24A-7;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6125N+DRK24A-7;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";33
286905;D6125N/DRK24A-7;D6125N/DRK24A-7;;D6125N;/;DRK24A-7;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6125N/DRK24A-7;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";33
286906;D6125NL+DRK24A-7;D6125NL+DRK24A-7;;D6125NL;+;DRK24A-7;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6125NL+DRK24A-7;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Combinations\Folder..6/..7\";33
286907;D6125NL/DRK24A-7;D6125NL/DRK24A-7;;D6125NL;/;DRK24A-7;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6125NL/DRK24A-7;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";31
286912;D680N+DRK24A-5;D680N+DRK24A-5;;D680N;+;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D680N+DRK24A-5;Drosselklappe;1200 kPa;6 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";33
286913;D680N/DRK24A-5;D680N/DRK24A-5;;D680N;/;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D680N/DRK24A-5;Drosselklappe;1200 kPa;6 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";33
286914;D680NL+DRK24A-5;D680NL+DRK24A-5;;D680NL;+;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D680NL+DRK24A-5;Drosselklappe;1200 kPa;6 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";33
286915;D680NL/DRK24A-5;D680NL/DRK24A-5;;D680NL;/;DRK24A-5;SuperCap-Drehantrieb;;"Scenario 1";0;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D680NL/DRK24A-5;Drosselklappe;1200 kPa;6 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";33
286916;D6100N+DR230A-5;D6100N+DR230A-5;;D6100N;+;DR230A-5;Standardantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100N+DR230A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";23
286917;D6100N/DR230A-5;D6100N/DR230A-5;;D6100N;/;DR230A-5;Standardantrieb;;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;D6100N/DR230A-5;Drosselklappe;1200 kPa;4 kPa;;"EU\Inbox\Kombinationen\Folder..6/..7\";23
