PdmarticleID;Bezeichnung;"Externer Schlüssel";StateID;"Passende Ventile";"+ /";"Passende Antriebe";"Product family 2 from Actuator";Preisempfehlung;"Regeln für Ventil Dimsionierung";"Export Media manually changed";"Export Media";6986;6987;Typ;Produktfamilie;"Schliessdruck Δps";"Differenzdruck Δpmax Wert";"kv (Werkseinstellung)";Pfad;Versions-Nr
283870;C215Q-J/CQ24A-SZ-T;C215Q-J/CQ24A-SZ-T;;C215Q-J;/;CQ24A-SZ-T;;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C215Q-J/CQ24A-SZ-T;Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283871;C215Q-J/CQ24A-T;C215Q-J/CQ24A-T;;C215Q-J;/;CQ24A-T;Standardantrieb;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C215Q-J/CQ24A-T;Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";20
283872;C220Q-K/CQ230A;C220Q-K/CQ230A;;C220Q-K;/;CQ230A;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQ230A;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283873;C220Q-K/CQ230A-T;C220Q-K/CQ230A-T;;C220Q-K;/;CQ230A-T;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ230A-T;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
283874;C220Q-K/CQ24A;C220Q-K/CQ24A;;C220Q-K;/;CQ24A;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQ24A;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";25
283875;C220Q-K/CQ24A-MPL;C220Q-K/CQ24A-MPL;;C220Q-K;/;CQ24A-MPL;;;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQ24A-MPL;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283876;C220Q-K/CQ24A-MPL-T;C220Q-K/CQ24A-MPL-T;;C220Q-K;/;CQ24A-MPL-T;;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ24A-MPL-T;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";18
283877;C220Q-K/CQ24A-SR;C220Q-K/CQ24A-SR;;C220Q-K;/;CQ24A-SR;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQ24A-SR;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283878;C220Q-K/CQ24A-SR-T;C220Q-K/CQ24A-SR-T;;C220Q-K;/;CQ24A-SR-T;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ24A-SR-T;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";18
283879;C220Q-K/CQ24A-SZ;C220Q-K/CQ24A-SZ;;C220Q-K;/;CQ24A-SZ;;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ24A-SZ;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";21
283880;C220Q-K/CQ24A-SZ-T;C220Q-K/CQ24A-SZ-T;;C220Q-K;/;CQ24A-SZ-T;;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ24A-SZ-T;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";20
283881;C220Q-K/CQ24A-T;C220Q-K/CQ24A-T;;C220Q-K;/;CQ24A-T;Standardantrieb;;"Scenario 2";;SelectPro_EU|VDI3805|Internet_EU;;;C220Q-K/CQ24A-T;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
283882;C215Q-J/CQ230A;C215Q-J/CQ230A;;C215Q-J;/;CQ230A;Standardantrieb;;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215Q-J/CQ230A;Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283894;C220Q-K/CQK24A-SR;C220Q-K/CQK24A-SR;;C220Q-K;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220Q-K/CQK24A-SR;Zonenventil;350 kPa;280 kPa;5.7 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";26
283895;C315Q-H/CQ24A;C315Q-H/CQ24A;;C315Q-H;/;CQ24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C315Q-H/CQ24A;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";26
283896;C315Q-H/CQ24A-T;C315Q-H/CQ24A-T;;C315Q-H;/;CQ24A-T;Standardantrieb;1;"Scenario 1";;SelectPro_EU|VDI3805|Internet_EU;;;C315Q-H/CQ24A-T;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283901;C315Q-H/CQ230A;C315Q-H/CQ230A;;C315Q-H;/;CQ230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C315Q-H/CQ230A;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";24
283902;C315Q-H/CQ230A-T;C315Q-H/CQ230A-T;;C315Q-H;/;CQ230A-T;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C315Q-H/CQ230A-T;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283903;C315Q-H/CQ24A-MPL;C315Q-H/CQ24A-MPL;;C315Q-H;/;CQ24A-MPL;;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C315Q-H/CQ24A-MPL;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283904;C315Q-H/CQ24A-MPL-T;C315Q-H/CQ24A-MPL-T;;C315Q-H;/;CQ24A-MPL-T;;1;"Scenario 1";;SelectPro_EU|VDI3805|Internet_EU;;;C315Q-H/CQ24A-MPL-T;Umschalt-Zonenventil;350 kPa;280 kPa;2.5 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283906;C320Q-J/CQ24A;C320Q-J/CQ24A;;C320Q-J;/;CQ24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C320Q-J/CQ24A;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";26
283907;C320Q-J/CQ24A-T;C320Q-J/CQ24A-T;;C320Q-J;/;CQ24A-T;Standardantrieb;1;"Scenario 1";;SelectPro_EU|VDI3805|Internet_EU;;;C320Q-J/CQ24A-T;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283912;C320Q-J/CQ230A;C320Q-J/CQ230A;;C320Q-J;/;CQ230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C320Q-J/CQ230A;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283913;C320Q-J/CQ230A-T;C320Q-J/CQ230A-T;;C320Q-J;/;CQ230A-T;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C320Q-J/CQ230A-T;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283914;C320Q-J/CQ24A-MPL;C320Q-J/CQ24A-MPL;;C320Q-J;/;CQ24A-MPL;;1;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C320Q-J/CQ24A-MPL;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283915;C320Q-J/CQ24A-MPL-T;C320Q-J/CQ24A-MPL-T;;C320Q-J;/;CQ24A-MPL-T;;1;"Scenario 1";;SelectPro_EU|VDI3805|Internet_EU;;;C320Q-J/CQ24A-MPL-T;Umschalt-Zonenventil;350 kPa;280 kPa;4 m³/h;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283917;C215QP-B/CQ24A;C215QP-B/CQ24A;;C215QP-B;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283918;C215QP-B/CQ24A-T;C215QP-B/CQ24A-T;;C215QP-B;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283919;C215QP-B/CQ24A-SR;C215QP-B/CQ24A-SR;;C215QP-B;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";20
283920;C215QP-B/CQ24A-SR-T;C215QP-B/CQ24A-SR-T;;C215QP-B;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
283921;C215QP-B/CQ24A-SZ;C215QP-B/CQ24A-SZ;;C215QP-B;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283922;C215QP-B/CQ24A-SZ-T;C215QP-B/CQ24A-SZ-T;;C215QP-B;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283923;C215QP-B/CQ230A;C215QP-B/CQ230A;;C215QP-B;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";20
283924;C215QP-B/CQ230A-T;C215QP-B/CQ230A-T;;C215QP-B;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283925;C215QP-B/CQ24A-MPL;C215QP-B/CQ24A-MPL;;C215QP-B;/;CQ24A-MPL;;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
283926;C215QP-B/CQ24A-MPL-T;C215QP-B/CQ24A-MPL-T;;C215QP-B;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-B/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";19
283927;C215QP-B/CQK24A-SR;C215QP-B/CQK24A-SR;;C215QP-B;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-B/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";24
283928;C215QP-D/CQ24A;C215QP-D/CQ24A;;C215QP-D;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";26
283929;C215QP-D/CQ24A-T;C215QP-D/CQ24A-T;;C215QP-D;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283930;C215QP-D/CQ24A-SR;C215QP-D/CQ24A-SR;;C215QP-D;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283931;C215QP-D/CQ24A-SR-T;C215QP-D/CQ24A-SR-T;;C215QP-D;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";20
283932;C215QP-D/CQ24A-SZ;C215QP-D/CQ24A-SZ;;C215QP-D;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283933;C215QP-D/CQ24A-SZ-T;C215QP-D/CQ24A-SZ-T;;C215QP-D;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283934;C215QP-D/CQ230A;C215QP-D/CQ230A;;C215QP-D;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283935;C215QP-D/CQ230A-T;C215QP-D/CQ230A-T;;C215QP-D;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
283936;C215QP-D/CQ24A-MPL;C215QP-D/CQ24A-MPL;;C215QP-D;/;CQ24A-MPL;;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283937;C215QP-D/CQ24A-MPL-T;C215QP-D/CQ24A-MPL-T;;C215QP-D;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QP-D/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";20
283938;C215QP-D/CQK24A-SR;C215QP-D/CQK24A-SR;;C215QP-D;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QP-D/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283939;C220QP-F/CQ24A;C220QP-F/CQ24A;;C220QP-F;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";27
283940;C220QP-F/CQ24A-T;C220QP-F/CQ24A-T;;C220QP-F;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283941;C220QP-F/CQ24A-SR;C220QP-F/CQ24A-SR;;C220QP-F;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";24
283942;C220QP-F/CQ24A-SR-T;C220QP-F/CQ24A-SR-T;;C220QP-F;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283943;C220QP-F/CQ24A-SZ;C220QP-F/CQ24A-SZ;;C220QP-F;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283944;C220QP-F/CQ24A-SZ-T;C220QP-F/CQ24A-SZ-T;;C220QP-F;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283945;C220QP-F/CQ230A;C220QP-F/CQ230A;;C220QP-F;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";24
283946;C220QP-F/CQ230A-T;C220QP-F/CQ230A-T;;C220QP-F;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283947;C220QP-F/CQ24A-MPL;C220QP-F/CQ24A-MPL;;C220QP-F;/;CQ24A-MPL;;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283948;C220QP-F/CQ24A-MPL-T;C220QP-F/CQ24A-MPL-T;;C220QP-F;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C220QP-F/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283949;C220QP-F/CQK24A-SR;C220QP-F/CQK24A-SR;;C220QP-F;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C220QP-F/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283950;C215QPT-B/CQ24A;C215QPT-B/CQ24A;;C215QPT-B;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";26
283951;C215QPT-B/CQ24A-T;C215QPT-B/CQ24A-T;;C215QPT-B;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283952;C215QPT-B/CQ24A-SR;C215QPT-B/CQ24A-SR;;C215QPT-B;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283953;C215QPT-B/CQ24A-SR-T;C215QPT-B/CQ24A-SR-T;;C215QPT-B;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283954;C215QPT-B/CQ24A-SZ;C215QPT-B/CQ24A-SZ;;C215QPT-B;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283955;C215QPT-B/CQ24A-SZ-T;C215QPT-B/CQ24A-SZ-T;;C215QPT-B;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283956;C215QPT-B/CQ230A;C215QPT-B/CQ230A;;C215QPT-B;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283957;C215QPT-B/CQ230A-T;C215QPT-B/CQ230A-T;;C215QPT-B;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283958;C215QPT-B/CQ24A-MPL;C215QPT-B/CQ24A-MPL;;C215QPT-B;/;CQ24A-MPL;;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-MPL;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";24
283959;C215QPT-B/CQ24A-MPL-T;C215QPT-B/CQ24A-MPL-T;;C215QPT-B;/;CQ24A-MPL-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-B/CQ24A-MPL-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";22
283960;C215QPT-B/CQK24A-SR;C215QPT-B/CQK24A-SR;;C215QPT-B;/;CQK24A-SR;"Antrieb mit Notstellfunktion";1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-B/CQK24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";24
283961;C215QPT-D/CQ24A;C215QPT-D/CQ24A;;C215QPT-D;/;CQ24A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQ24A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";25
283962;C215QPT-D/CQ24A-T;C215QPT-D/CQ24A-T;;C215QPT-D;/;CQ24A-T;Standardantrieb;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283963;C215QPT-D/CQ24A-SR;C215QPT-D/CQ24A-SR;;C215QPT-D;/;CQ24A-SR;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-SR;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283964;C215QPT-D/CQ24A-SR-T;C215QPT-D/CQ24A-SR-T;;C215QPT-D;/;CQ24A-SR-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-SR-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Combinations\QCV/PIQCV, PICCV\";23
283965;C215QPT-D/CQ24A-SZ;C215QPT-D/CQ24A-SZ;;C215QPT-D;/;CQ24A-SZ;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-SZ;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";23
283966;C215QPT-D/CQ24A-SZ-T;C215QPT-D/CQ24A-SZ-T;;C215QPT-D;/;CQ24A-SZ-T;;1;"Scenario 4";;SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ24A-SZ-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";22
283967;C215QPT-D/CQ230A;C215QPT-D/CQ230A;;C215QPT-D;/;CQ230A;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;C215QPT-D/CQ230A;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";24
283968;C215QPT-D/CQ230A-T;C215QPT-D/CQ230A-T;;C215QPT-D;/;CQ230A-T;Standardantrieb;1;"Scenario 4";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;C215QPT-D/CQ230A-T;PI-Zonenventil;700 kPa;350 kPa;;"EU\Inbox\Kombinationen\QCV/PIQCV, PICCV\";21
