PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
5236;R423;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;10 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4525;;;377;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
5500;H6050X40-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;50;25;2500 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;320;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
61578;D6400NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;400;16;1600 kPa;;;1.5 kPa;;;;14200 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S400;;;388;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
61582;D6700NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;700;16;1600 kPa;;;1.5 kPa;;;;42800 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S700;;;378;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
5038;NRF24A-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC/DC 24 V;"10 Nm";IP54;NRF24A-O;NRF24A-O_datasheet_de-ch.pdf;;PIC_EU_NRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5501;H6065X58-SP2;"Hubventil (teildruckentlastet)";H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-SP2;H6..X..-SP2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;65;25;2500 kPa;;;;58 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;314;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
5043;NRF230A-S2;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC 230 V;"10 Nm";IP54;NRF230A-S2;NRF230A-S2_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
277764;CQ24A-SR-T;"Drehantrieb (ZoneTight)";QCV;Antrieb;;stetig;DC 2...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SR-T;CQ24A-SR-T_datasheet_de-ch.pdf;;PIC_EU_CQ24A-SZ-T_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;147;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
61579;D6450NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;450;16;1600 kPa;;;1.5 kPa;;;;18800 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S450;;;387;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
5237;R424;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4525;;;383;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
5498;H6040X25-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;40;25;2500 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;315;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
281043;C215QP-B;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QP-..;C2..QP-.._datasheet_de-ch.pdf;;PIC_EU_C2..QP-..4C.jpg;15;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;210 l/h;20 l/h;30 l/h;40 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;0;Wasser;Druckunabhängig;;ZR2315|ZCQ-E|ZCQ-FL;;;208;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
277763;CQ24A-SR;"Drehantrieb (ZoneTight)";QCV;Antrieb;;stetig;DC 2...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SR;CQ24A-SR_datasheet_de-ch.pdf;;PIC_EU_CQ24A-SZ_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;155;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
277682;GRC24A-5;Drehantrieb;;Antrieb;;Auf-Zu;;;;"35 s";;;;AC/DC 24 V;"40 Nm";IP54;GRC24A-5;GRC24A-5_datasheet_de-ch.pdf;;PIC_EU_GR24A-5_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;103;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\GRC..A (40 Nm)\"
5238;R429;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;32;16;1600 kPa;1400 kPa;;200 kPa;10 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4532;;;374;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
100453;P6125W3100E-MP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;125;16;1600 kPa;690 kPa;;340 kPa;;;;;;175 m³/h;;31 l/s;1860 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;414;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MP\"
100450;P6065W800E-MP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;65;16;1600 kPa;690 kPa;;340 kPa;;;;;;45 m³/h;;8 l/s;480 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;465;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MP\"
100465;R3020-P63-1P6-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;0.63 m³/h;1.6 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;330;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
61580;D6500NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;500;16;1600 kPa;;;1.5 kPa;;;;24100 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S500;;;387;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
5039;NRF24A-S2;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC/DC 24 V;"10 Nm";IP54;NRF24A-S2;NRF24A-S2_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;353;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5235;R422;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;200 kPa;6.3 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4525;;;387;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
100454;P6150W4500E-MP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;150;16;1600 kPa;690 kPa;;340 kPa;;;;;;270 m³/h;;45 l/s;2700 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;421;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MP\"
100451;P6080W1100E-MP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;80;16;1600 kPa;690 kPa;;340 kPa;;;;;;65 m³/h;;11 l/s;660 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;431;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MP\"
61581;D6600NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;600;16;1600 kPa;;;1.5 kPa;;;;37300 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S600;;;388;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
5239;R431;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;32;16;1600 kPa;1400 kPa;;200 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4532;;;381;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
5044;NRF230A-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC 230 V;"10 Nm";IP54;NRF230A-S2-O;NRF230A-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
277715;DR24A-MP-7;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"150 s";;;;AC/DC 24 V;"90 Nm";IP54;DR24A-MP-7;DR24A-MP-7_datasheet_de-ch.pdf;;PIC_EU_DR24A_MF_MP_1Cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;180;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\DR..A (90 Nm)\"
61589;GRK24A-5;SuperCap-Drehantrieb;;Antrieb;;Auf-Zu;;;"NC / NO";"150 s";;;;AC/DC 24 V;"40 Nm";IP54;GRK24A-5;GRK24A-5_datasheet_de-ch.pdf;;PIC_EU_GRKA_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;362;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SuperCap-Antriebe\GRK..A\"
5040;NRF24A-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC/DC 24 V;"10 Nm";IP54;NRF24A-S2-O;NRF24A-S2-O_datasheet_de-ch.pdf;;PIC_EU_NRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\NRF..A (10Nm/5Nm)\"
5502;H6080X90-SP2;"Hubventil (teildruckentlastet)";H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-SP2;H6..X..-SP2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;80;25;2500 kPa;;;;90 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;318;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
5499;H6050X25-S2;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..X..-S2;H6..X..-S2_datasheet_de-ch.pdf;;PIC_EU_H6..X..-S-P-2-neutral_01_4C.jpg;50;25;2500 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;316;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN25, Flansch\2-Weg\"
5240;R438;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R4..(K);R4.._K__datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;40;16;1600 kPa;1400 kPa;;200 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;ZR24-1;ZR4540;;;382;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
100452;P6100W2000E-MP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MP;P6..W..E-MP_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;100;16;1600 kPa;690 kPa;;340 kPa;;;;;;115 m³/h;;20 l/s;1200 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;424;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MP\"
5061;NRQ24A;Superschnellläufer-Drehantrieb;;Antrieb;;Auf-Zu;;;;"9 s";;;;AC/DC 24 V;"8 Nm";IP54;NRQ24A;NRQ24A_datasheet_de-ch.pdf;;PIC_EU_NRQ24A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;291;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Superschnellläufer-Antriebe\NRQ..A (8 Nm)\"
5514;NR24A-MP;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;NR24A-MP;NR24A-MP_datasheet_de-ch.pdf;;PIC_EU_NR24A-MF-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;391;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\NR..A (10 Nm)\"
5073;TRC24A-SR;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"15 s";;;;AC/DC 24 V;"2 Nm";IP54;TRC24A-SR;TRC24A-SR_datasheet_de-ch.pdf;;PIC_EU_LR24A_SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;305;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\TRC..A (2 Nm)\"
5069;LRQ24A;Superschnellläufer-Drehantrieb;;Antrieb;;Auf-Zu;;;;"9 s";;;;AC/DC 24 V;"4 Nm";IP54;LRQ24A;LRQ24A_datasheet_de-ch.pdf;;PIC_EU_LRQ24A-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;318;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Superschnellläufer-Antriebe\LRQ..A (4 Nm)\"
5542;LRF24-MP;Federrücklauf-Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;NC;"75 s";;;;AC/DC 24 V;"4 Nm";IP54;LRF24-MP;LRF24-MP_datasheet_de-ch.pdf;;PIC_EU_LRF24-MP_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP|CR24-A3|CR24-B3|CRK24-B1;;;;447;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5245;R506K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;0.4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;;ZR4510;;;362;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
281044;C215QP-D;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QP-..;C2..QP-.._datasheet_de-ch.pdf;;PIC_EU_C2..QP-..4C.jpg;15;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;420 l/h;50 l/h;70 l/h;100 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;;ZR2315|ZCQ-E|ZCQ-FL;;;201;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
281047;C215QPT-B;PI-Zonenventil;PIQCV;Ventil;2...90°C;;;;;;;;;;;;C2..QPT-..;C2..QPT-.._datasheet_de-ch.pdf;;PIC_EU_C2..QPT-.._4C.jpg;15;25;1600 kPa;700 kPa;16 kPa;350 kPa;;;;;;;;;;210 l/h;20 l/h;30 l/h;40 l/h;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Innengewinde;1;Wasser;Druckunabhängig;;ZR2315|ZCQ-E|ZCQ-FL;;;226;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Druckunabhängige RKH\PIQCV\"
5545;SR24A-MP;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SR24A-MP;SR24A-MP_datasheet_de-ch.pdf;;PIC_EU_SR24A-MP_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;406;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\"
100468;R3020-1-2P5-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1 m³/h;2.5 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;329;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
100471;R3020-1P6-1P6-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1.6 m³/h;1.6 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;325;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
5246;R507K;Regelkugelhahn;RKH;Ventil;6...100°C;;;;;;;;;;;;R5..(K);R5.._K__datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;10;16;1600 kPa;1400 kPa;;200 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Regelventil;;ZR4510;;;366;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 3-Weg\"
100466;R3020-P63-2P5-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;0.63 m³/h;2.5 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;330;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
100467;R3020-1-1P6-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;1 m³/h;1.6 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2320;;;325;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
5546;SR24A-MP-5;Drehantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SR24A-MP-5;SR24A-MP-5_datasheet_de-ch.pdf;;PIC_EU_SR24A-MP-5-4c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A|ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;403;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\"
