PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
298402;065Z0153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 3";;;"Globe valve";15;1.6 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299759;"VUG 080 F304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;"Globe valve";80;100 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298397;065Z0138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRG 2";;;"Globe valve";32;16 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299311;MTV15-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTV;;;"Globe valve";15;2.7 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
300224;"Ziva G_DN 80";;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;"Ziva G (Fig. 015)";;;"Rotary valve";80;302 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;32;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ARI\"
298855;"BM-222 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 2";;;"Globe valve";15;2.5 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298394;065Z0135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRG 2";;;"Globe valve";15;4.0 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299756;"VUG 050 F304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;"Globe valve";50;40 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
300226;"Ziva Z_DN 25";;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;"Ziva Z (Fig. 014)";;;"Rotary valve";25;20 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;32;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ARI\"
299761;"VUG 125 F304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;"Globe valve";125;250 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298399;065Z0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRG 2";;;"Globe valve";50;40 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
298848;"BR316RGA-1.5""-20";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;"Globe valve";40;20 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299753;"VUG 025 F304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
300221;"Ziva G_DN 40";;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;"Ziva G (Fig. 015)";;;"Rotary valve";40;41 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;32;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ARI\"
299303;MTR25-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTR;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
298858;"BM-231 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 2";;;"Globe valve";20;6.3 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
299308;MTV15-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTV;;;"Globe valve";15;1.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
299758;"VUG 065 F316";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUG;;;"Globe valve";65;63 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;41;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
299300;MTR15-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTR;;;"Globe valve";15;2.7 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
298404;065Z0155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 3";;;"Globe valve";15;4.0 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
300216;"Zesa_DN 250";;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;"Zesa (Fig. 012)";;;"Rotary valve";250;5070 m³/h;;;;;;;;;;;;;;;;;;;;;;SY4-230-3-T|SY4-230-MP-T|SY4-230-SR-T|SY4-24-3-T|SY4-24-MP-T|SY4-24-SR-T;;;;;;;;;;;;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ARI\"
298850;"BR316RGA-2""-31.5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR316RGA;;;"Globe valve";50;31.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298857;"BM-224 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 2";;;"Globe valve";15;1.0 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298865;"BM-223 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 8";;;"Globe valve";15;1.6 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298860;"BM-251 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 2";;;"Globe valve";32;16 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
299315;MTV32-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTV;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
298406;065Z0157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 3";;;"Globe valve";25;10 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299777;"VXD 15 F320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VXD..F..;;;"Globe valve";15;1.6 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298868;"BM-241 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 8";;;"Globe valve";25;10 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298863;"BM-221 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 8";;;"Globe valve";15;4.0 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
300235;600-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Buracco;"Serie 600";;;"Rotary valve";50;;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSV-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPV-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFV-11;;;;;;33;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\Buracco\"
299765;"VUN 015 F320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUN;;;"Globe valve";15;1.6 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
300230;"Ziva Z_DN 65";;;;;;;;;;;;;;;;;;;;;;;;;;;;;ARI;"Ziva Z (Fig. 014)";;;"Rotary valve";65;190 m³/h;;;;;;;;;;;;;;;;;;;;;;SR24A-R|SR24A-MF-R|SR24A-MP-R|SR230A-R;;ZSF-11;;;SR24P-R|SR24P-SR-R|SR24P-MF-R|SR24P-MP-R|SR230P-R|SR230P-SR-R;;ZPF-11;;SRF230A-R|SRF230A-S2-R|SRF24A-R|SRF24A-S2-R|SRFA-R|SRFA-S2-R;;ZSFF-11;;;;;;38;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ARI\"
298870;"BM-261 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 8";;;"Globe valve";40;25 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298416;065Z0177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 2";;;"Globe valve";25;10 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299770;"VUN 025 F300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;VUN;;;"Globe valve";25;10 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
299320;RTV40-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;RTV;;;"Globe valve";40;27 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
298413;065Z0174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 2";;;"Globe valve";15;2.5 m³/h;;10 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299312;MTV20-4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTV;;;"Globe valve";20;4.2 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
298408;065Z0159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 3";;;"Globe valve";40;25 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
298862;"BM-271 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 2";;;"Globe valve";50;40 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
298418;065Z0179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Danfoss;"VRB 2";;;"Globe valve";40;25 m³/h;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Danfoss\"
299322;"V2001-3321_DN 15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Samson;V2001;;;"Globe valve";15;;;15 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;19;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Samson\"
298867;"BM-231 8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";"BM-2xx 8";;;"Globe valve";20;6.3 m³/h;;NA mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
299317;MTV50-39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Osby;MTV;;;"Globe valve";50;39 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Osby\"
