PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
305462;11603900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG138;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305492;11621100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG233;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305443;11603600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305538;11102000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4F;;;"Rotary valve";65;90 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305483;11620200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG231;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305541;11301000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;T;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305440;11601100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305522;11662300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";50;35 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305486;11621600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG231;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305457;11603700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305489;11620800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG232;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305570;11003400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4MG;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE3;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305548;11350500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3HG;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305564;11000100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305587;11450300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;BIV;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305437;11600800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305519;11661100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305469;11640200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305434;11600500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305431;11600200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";15;0.63 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305567;11001600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";25;8 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305545;11720100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRH139;;;"Rotary valve";20;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305496;11621900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG238;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305510;11660300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB141;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305516;11662400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";15;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305466;11604500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG139;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305574;11004900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4MG;;;"Rotary valve";32;18 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE3;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305460;11603100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG133;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305536;11101800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4F;;;"Rotary valve";40;44 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305463;11604000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG138;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305493;11621200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG233;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305444;11601500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;0.4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305513;11662000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB141;;;"Rotary valve";40;25 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305562;11000400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";15;1.2 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305542;11300400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;TM;;;"Rotary valve";20;5.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305571;11003600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4MG;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE3;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305523;11661500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB143;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305539;11102100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4F;;;"Rotary valve";80;150 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305484;11620300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG231;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305490;11621500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG232;;;"Rotary valve";40;30 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305441;11601200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305470;11640300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305487;11620600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG232;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305432;11600300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";15;1 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305438;11600900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305520;11661200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305549;11351200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3HG;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305565;11000700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305458;11602900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG133;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305568;11002400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";25;12 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305546;11720200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRH139;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305497;11700100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG331;;;"Rotary valve";20;13 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305588;11450200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;BIV;;;"Rotary valve";25;12 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305517;11660900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305467;11604600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG139;;;"Rotary valve";20;8 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305435;11600600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";15;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305511;11660400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB141;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305464;11604100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG138;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305494;11621300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG233;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305461;11603800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG138;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305537;11101900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4F;;;"Rotary valve";50;60 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305543;11300700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;TM;;;"Rotary valve";20;5.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
