PdmarticleID;Label;"Product family";"Product family short";"Product type";"Medium temperature";Control;"Operating range Y";Communication;"Emergency setting position (POP) deenergised";"Running time motor";"Actuating time motor";"Actuating force";"Auxiliary switch";"Nominal voltage";"Nominal torque";"Degree of protection IEC/EN";"Data sheet name";"Data sheet PDF";3432;"Product picture 4c/bw";DN;PN;"Permissible pressure ps";"Closing pressure Δps";"Differential pressure ∆pmin value";"Differential pressure Δpmax value";kvs;"kvs (Sequence I)";"kvs (Sequence II)";kvmax;"kv variable";"﻿kvs theor.";"kv (factory setting)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax low-n";"Control path leakage rate";"Number of pipe connections";"Pipe connection type";"Measurement ports";Media;"Valve application";"Electrical accessories";"Mechanical accessories";V0;V1;"Version Number";Path
61624;R2025-10-S2;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;10 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Control valve";;ZR2325;;;339;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 2-way\"
61628;R2032-16-S3;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;32;16;1600 kPa;1400 kPa;;350 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Control valve";;ZR2332;;;326;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 2-way\"
5265;D6125NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;125;"10 / 16";1600 kPa;;;4 kPa;;;;820 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150|ZD6N-H150;;;399;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
286671;R3020-4-2P5-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;4 m³/h;2.5 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2320;;;144;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
286576;DR24A-5;"Rotary actuator";;Actuator;;Open-close;;;;"150 s";;;;AC/DC 24 V;"90 Nm";IP54;DR24A-5;DR24A-5_datasheet_en-gb.pdf;;PIC_EU_DR24A_MF_MP_1Cab_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;96;"EU\Products\Water solutions\Rotary product range actuators\Standard actuators\CM..D.. (2 Nm)\"
5660;SY9-230A-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"68 s";;;"2 x SPDT";AC 230 V;"2000 Nm";IP67;SY9-230A-3-T;SY9-230A-3-T_datasheet_en-gb.pdf;;PIC_EU_SY9-SY12_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY9.. (2000 Nm)\"
5657;SY6-230-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"38 s";;;"2 x SPDT";AC 230 V;"650 Nm";IP67;SY6-230-3-T;SY6-230-3-T_datasheet_en-gb.pdf;;PIC_EU_SY2-SY6_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY6.. (750 Nm)\"
5659;SY8-230A-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"59 s";;;"2 x SPDT";AC 230 V;"1500 Nm";IP67;SY8-230A-3-T;SY8-230A-3-T_datasheet_en-gb.pdf;;PIC_EU_SY7-SY8_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY8.. (1500 Nm)\"
5261;D650NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;50;"10 / 16";1600 kPa;;;10 kPa;;;;90 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;397;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5262;D665NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;65;"10 / 16";1600 kPa;;;7 kPa;;;;180 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;394;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
101177;NV24A-TPC;"Globe valve actuator";;Actuator;;Open-close|3-point;;;;;"150 s / 20 mm";"1000 N";;AC/DC 24 V;;IP54;NV24A-TPC;NV24A-TPC_datasheet_en-gb.pdf;;PIC_EU_NV24A-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;325;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\NV..A (1000N)\"
286672;R3020-4-4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;4 m³/h;4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2320;;;145;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
61625;R2025-16-S2;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Control valve";;ZR2325;;;329;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 2-way\"
101181;SV24A-TPC;"Globe valve actuator";;Actuator;;Open-close|3-point;;;;;"150 s / 20 mm";"1500 N";;AC/DC 24 V;;IP54;SV24A-TPC;SV24A-TPC_datasheet_en-gb.pdf;;PIC_EU_SV24A-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;298;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\SV..A (1500N)\"
5115;H440B;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H4..B;H4..B_datasheet_en-gb.pdf;;PIC_EU_H4-B-neutral_01_4C.jpg;40;16;1600 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;"External thread";;Water;"Control valve";ZH24-1;ZH4540;;;316;"EU\Products\Water solutions\Globe valve range valves\PN16, external thread\2-way\"
5266;D6150NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;150;"10 / 16";1600 kPa;;;2.5 kPa;;;;1600 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150|ZD6N-H150;;;396;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
5112;H420B;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H4..B;H4..B_datasheet_en-gb.pdf;;PIC_EU_H4-B-neutral_01_4C.jpg;20;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;"External thread";;Water;"Control valve";ZH24-1;ZH4520;;;315;"EU\Products\Water solutions\Globe valve range valves\PN16, external thread\2-way\"
5263;D680NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;80;"10 / 16";1600 kPa;;;6 kPa;;;;300 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;400;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
101187;EV230A-TPC;"Globe valve actuator";;Actuator;;Open-close|3-point;;;;;"150 s / 40 mm";"2500 N";;AC 230 V;;IP54;EV230A-TPC;EV230A-TPC_datasheet_en-gb.pdf;;PIC_EU_EV230A-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;342;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\EV..A (2500N)\"
61622;R2020-S2;"Open-close ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R2..-S..;R2..-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;20;16;1600 kPa;1400 kPa;;1000 kPa;32 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Shutt-off valve";;ZR2320;;;324;"EU\Products\Water solutions\Rotary product range valves\Shut-off ball valves\Internal thread, 2-way\"
5658;SY7-230A-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"58 s";;;"2 x SPDT";AC 230 V;"1000 Nm";IP67;SY7-230A-3-T;SY7-230A-3-T_datasheet_en-gb.pdf;;PIC_EU_SY7-SY8_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY7.. (1000 Nm)\"
286583;DRK24A-5;"SuperCap rotary actuator";;Actuator;;Open-close;;;"NC / NO";"150 s";;;;AC/DC 24 V;"90 Nm";IP54;DRK24A-5;DRK24A-5_datasheet_en-gb.pdf;;PIC_EU_DRK24A_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;127;"EU\Products\Water solutions\Rotary product range actuators\SuperCap actuators\DRK..A\"
287720;CQK24A-SR-O;"SuperCap rotary actuator (ZoneTight)";;Actuator;;modulating;DC 2...10 V;;NO;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQK24A-SR-O;CQK24A-SR-O_datasheet_en-gb.pdf;;PIC_EU_CQK24A-SZ._4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E;;;82;"EU\Products\Water solutions\Rotary product range actuators\CQ actuator\"
5116;H450B;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H4..B;H4..B_datasheet_en-gb.pdf;;PIC_EU_H4-B-neutral_01_4C.jpg;50;16;1600 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;"External thread";;Water;"Control valve";ZH24-1;ZH4550;;;314;"EU\Products\Water solutions\Globe valve range valves\PN16, external thread\2-way\"
5113;H425B;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H4..B;H4..B_datasheet_en-gb.pdf;;PIC_EU_H4-B-neutral_01_4C.jpg;25;16;1600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;"External thread";;Water;"Control valve";ZH24-1;ZH4525;;;319;"EU\Products\Water solutions\Globe valve range valves\PN16, external thread\2-way\"
61627;R2025-S2;"Open-close ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R2..-S..;R2..-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;1000 kPa;26 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Shutt-off valve";;ZR2325;;;322;"EU\Products\Water solutions\Rotary product range valves\Shut-off ball valves\Internal thread, 2-way\"
101192;NVK24A-3-TPC;"SuperCap globe valve actuator";;Actuator;;3-point;;;"NC / NO";;"150 s / 20 mm";"1000 N";;AC 24 V;;IP54;NVK24A-3-TPC;NVK24A-3-TPC_datasheet_en-gb.pdf;;PIC_EU_NVK24A-3-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;371;"EU\Products\Water solutions\Globe valve range actuators\SuperCap actuators (incl. Fast runner)\NVK..A (1000N)\"
101183;SV230A-TPC;"Globe valve actuator";;Actuator;;Open-close|3-point;;;;;"150 s / 20 mm";"1500 N";;AC 230 V;;IP54;SV230A-TPC;SV230A-TPC_datasheet_en-gb.pdf;;PIC_EU_SV230A-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;303;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\SV..A (1500N)\"
101185;EV24A-TPC;"Globe valve actuator";;Actuator;;Open-close|3-point;;;;;"150 s / 40 mm";"2500 N";;AC/DC 24 V;;IP54;EV24A-TPC;EV24A-TPC_datasheet_en-gb.pdf;;PIC_EU_EV24A-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;306;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\EV..A (2500N)\"
287721;CQK24A;"SuperCap rotary actuator (ZoneTight)";;Actuator;;Open-close;;;NC;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQK24A;CQK24A_datasheet_en-gb.pdf;;PIC_EU_CQK24A-SZ._4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E;;;97;"EU\Products\Water solutions\Rotary product range actuators\CQ actuator\"
5264;D6100NL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_en-gb.pdf;;PIC_EU_D6..NL_black_4C.jpg;100;"10 / 16";1600 kPa;;;4 kPa;;;;580 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";ZR24-F05;ZD6N-S100|ZD6N-H100;;;392;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..NL\"
286668;R3020-2P5-4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;20;16;1600 kPa;;;100 kPa;;2.5 m³/h;4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2320;;;145;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\"
287722;CQK24A-O;"SuperCap rotary actuator (ZoneTight)";;Actuator;;Open-close;;;NO;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQK24A-O;CQK24A-O_datasheet_en-gb.pdf;;PIC_EU_CQK24A-SZ._4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E;;;82;"EU\Products\Water solutions\Rotary product range actuators\CQ actuator\"
101220;LV24A-SR-TPC;"Globe valve actuator";;Actuator;;modulating;DC 2...10 V;;;;"150 s / 15 mm";"500 N";;AC/DC 24 V;;IP54;LV24A-SR-TPC;LV24A-SR-TPC_datasheet_en-gb.pdf;;PIC_EU_LV24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;303;"EU\Products\Water solutions\Globe valve range actuators\Standard actuators\LV..A (500N)\"
101214;NVK230A-3;"SuperCap globe valve actuator";;Actuator;;3-point;;;"NC / NO";;"150 s / 20 mm";"1000 N";;AC 230 V;;IP54;NVK230A-3;NVK230A-3_datasheet_en-gb.pdf;;PIC_EU_NVK230A-3_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;336;"EU\Products\Water solutions\Globe valve range actuators\SuperCap actuators (incl. Fast runner)\NVK..A (1000N)\"
5663;SY12-230A-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"74 s";;;"2 x SPDT";AC 230 V;"3500 Nm";IP67;SY12-230A-3-T;SY12-230A-3-T_datasheet_en-gb.pdf;;PIC_EU_SY9-SY12_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY12.. (3500 Nm)\"
61639;R2040-S3;"Open-close ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R2..-S..;R2..-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;1000 kPa;31 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Shutt-off valve";;ZR2340;;;311;"EU\Products\Water solutions\Rotary product range valves\Shut-off ball valves\Internal thread, 2-way\"
5122;H620N;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_en-gb.pdf;;PIC_EU_H625N_4C.jpg;20;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;295;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\N\"
61643;R3015-P25-S1;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.25 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2315;;;354;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
5279;R3015-P25-P4-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;0.4 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;401;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
61629;R2032-S3;"Open-close ball valve";CV;Valve;-10...120°C;;;;;;;;;;;;R2..-S..;R2..-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;32;16;1600 kPa;1400 kPa;;1000 kPa;32 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Shutt-off valve";;ZR2332;;;309;"EU\Products\Water solutions\Rotary product range valves\Shut-off ball valves\Internal thread, 2-way\"
5118;H612N;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_en-gb.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;1 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;294;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\N\"
61637;R2040-16-S3;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;16 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";2-way;"Internal thread";;Water;"Control valve";;ZR2340;;;324;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 2-way\"
287983;D6250WL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..WL;D6..WL_datasheet_en-gb.pdf;;PIC_EU_D6..WL_4C.jpg;250;16;1600 kPa;;;2.5 kPa;;;;4400 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150;;;120;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..WL\"
287982;D6250W;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..W;D6..W_datasheet_en-gb.pdf;;PIC_EU_D6..W_4C.jpg;250;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;4400 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150;;;111;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..W\"
287984;D6300W;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..W;D6..W_datasheet_en-gb.pdf;;PIC_EU_D6..W_4C.jpg;300;"6 / 10 / 16";1600 kPa;;;2 kPa;;;;7300 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150;;;108;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..W\"
101216;AVK24A-3-TPC;"SuperCap globe valve actuator";;Actuator;;3-point;;;"NC / NO";;"150 s / 32 mm";"2000 N";;AC 24 V;;IP54;AVK24A-3-TPC;AVK24A-3-TPC_datasheet_en-gb.pdf;;PIC_EU_AVK24A-3-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;361;"EU\Products\Water solutions\Globe valve range actuators\SuperCap actuators (incl. Fast runner)\AVK..A (2000N)\"
5661;SY10-230A-3-T;"Rotary actuator for butterfly valves";;Actuator;;Open-close|3-point;;;;"73 s";;;"2 x SPDT";AC 230 V;"2500 Nm";IP67;SY10-230A-3-T;SY10-230A-3-T_datasheet_en-gb.pdf;;PIC_EU_SY9-SY12_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319;"EU\Products\Water solutions\Rotary product range actuators\SY actuators\SY10.. (2500 Nm)\"
5280;R3015-P25-P63-B2;"Characterised control valve";"6-way CCV";Valve;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_en-gb.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;0.63 m³/h;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";6-way;"Internal thread";;Water;"Control valve";;ZR-004|ZR2315;;;403;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 6-way\"
5119;H613N;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_en-gb.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;1.6 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;294;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\N\"
101219;LVC24A-SZ-TPC;"Globe valve actuator";;Actuator;;modulating;DC 0.5...10 V;;;;"35 s / 15 mm";"500 N";;AC/DC 24 V;;IP54;LVC24A-SZ-TPC;LVC24A-SZ-TPC_datasheet_en-gb.pdf;;PIC_EU_LVC24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;275;"EU\Products\Water solutions\Globe valve range actuators\Fast runner actuators\LVC..A (500N)\"
101221;LVC24A-SR-TPC;"Globe valve actuator";;Actuator;;modulating;DC 2...10 V;;;;"35 s / 15 mm";"500 N";;AC/DC 24 V;;IP54;LVC24A-SR-TPC;LVC24A-SR-TPC_datasheet_en-gb.pdf;;PIC_EU_LVC24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;287;"EU\Products\Water solutions\Globe valve range actuators\Fast runner actuators\LVC..A (500N)\"
287980;D6200W;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..W;D6..W_datasheet_en-gb.pdf;;PIC_EU_D6..W_4C.jpg;200;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;2900 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150;;;110;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..W\"
61644;R3015-P4-S1;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.4 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2315;;;355;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
5120;H614N;"Globe valve";H;Valve;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_en-gb.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% of the kvs value";2-way;Flange;;Water;"Control valve";ZH24-1;;;;297;"EU\Products\Water solutions\Globe valve range valves\PN16, flange\2-way\N\"
287981;D6200WL;"Butterfly valve";BFV;Valve;-20...120°C;;;;;;;;;;;;D6..WL;D6..WL_datasheet_en-gb.pdf;;PIC_EU_D6..WL_4C.jpg;200;16;1600 kPa;;;2.5 kPa;;;;2900 m³/h;;;;;;;;;;;"Leakage rate A, tight (EN 12266-1)";2-way;Flange;;Water;"Shutt-off valve";;ZD6N-S150;;;119;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..WL\"
61645;R3015-P63-S1;"Characterised control valve";CCV;Valve;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_en-gb.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leakage rate A, air-bubble-tight (EN 12266-1)";3-way;"Internal thread";;Water;"Control valve";;ZR2315;;;356;"EU\Products\Water solutions\Rotary product range valves\Characterised control valves\Internal thread, 3-way\"
